transcript,incident_type,address,city,zipcode,casualties,reporting_time,reporter
Speaker 2: There's a vehicle fire at 413 LA CHANCE CT. Casualties reported: children trapped,vehicle fire,413 LA CHANCE CT,DELAWARE,43015,children trapped,2025-03-06T16:44:41.212980,Speaker 2
Speaker 2: There's a kitchen fire at 2 RENNER ST. Casualties reported: elderly person trapped,kitchen fire,2 RENNER ST,DELAWARE,43015,elderly person trapped,2025-01-24T16:56:41.213065,Speaker 2
Speaker 2: There's a kitchen fire at 118 HEWES ST. No one is hurt.,kitchen fire,118 HEWES ST,DELAWARE,43015,none,2024-09-26T00:35:41.213152,Speaker 2
Speaker 2: There's a gas leak at 73 ORCHARD HEIGHTS ST. No one is hurt.,gas leak,73 ORCHARD HEIGHTS ST,DELAWARE,43015,none,2024-08-12T08:22:41.213241,Speaker 2
Speaker 2: There's a structure fire at 317 CHELSEA ST APT E. Casualties reported: caller escaped alone,structure fire,317 CHELSEA ST APT E,DELAWARE,43015,caller escaped alone,2024-04-15T13:17:41.213331,Speaker 2
Speaker 2: There's a industrial fire at 540 RIVER OAKS DR. Casualties reported: children trapped,industrial fire,540 RIVER OAKS DR,DELAWARE,43015,children trapped,2024-10-12T05:19:41.213413,Speaker 2
Speaker 2: There's a structure fire at 31 MOORE ST. Casualties reported: caller escaped alone,structure fire,31 MOORE ST,DELAWARE,43015,caller escaped alone,2024-09-12T01:19:41.213507,Speaker 2
Speaker 2: There's a electrical fire at 502 PENWELL DR. Casualties reported: children trapped,electrical fire,502 PENWELL DR,DELAWARE,43015,children trapped,2025-03-25T18:08:41.213591,Speaker 2
Speaker 2: There's a industrial fire at 125 FLOWERING MEADOW DR. Casualties reported: caller trapped,industrial fire,125 FLOWERING MEADOW DR,DELAWARE,43015,caller trapped,2025-02-09T13:29:41.213669,Speaker 2
Speaker 2: There's a gas leak at 159 BINGHAM CIR. Casualties reported: pets inside,gas leak,159 BINGHAM CIR,DELAWARE,43015,pets inside,2024-08-11T19:01:41.213725,Speaker 2
Speaker 2: There's a wildfire at 6255 FARMSTEAD LN. No one is hurt.,wildfire,6255 FARMSTEAD LN,DELAWARE,43015,none,2024-08-31T04:25:41.213848,Speaker 2
Speaker 2: There's a structure fire at 66 BUR REED RD. Casualties reported: caller escaped alone,structure fire,66 BUR REED RD,DELAWARE,43015,caller escaped alone,2025-03-31T19:46:41.213933,Speaker 2
Speaker 2: There's a electrical fire at 562 BUEHLER DR. Casualties reported: caller trapped,electrical fire,562 BUEHLER DR,DELAWARE,43015,caller trapped,2024-09-19T01:30:41.214018,Speaker 2
Speaker 2: There's a gas leak at 208 PENRY RD. Casualties reported: caller trapped,gas leak,208 PENRY RD,DELAWARE,43015,caller trapped,2024-10-19T15:50:41.214110,Speaker 2
Speaker 2: There's a vehicle fire at 7800 BRIDLESPUR LN. Casualties reported: elderly person trapped,vehicle fire,7800 BRIDLESPUR LN,DELAWARE,43015,elderly person trapped,2024-11-19T08:26:41.214204,Speaker 2
Speaker 2: There's a structure fire at 3393 RUSTIC TRAIL DR. Casualties reported: caller escaped alone,structure fire,3393 RUSTIC TRAIL DR,DELAWARE,43015,caller escaped alone,2024-09-10T04:14:41.214263,Speaker 2
Speaker 2: There's a electrical fire at 1751 PITTSBURGH DR STE 105. Casualties reported: unknown number trapped,electrical fire,1751 PITTSBURGH DR STE 105,DELAWARE,43015,unknown number trapped,2025-02-19T16:09:41.214315,Speaker 2
Speaker 2: There's a industrial fire at 886 CRAYFISH CT. Casualties reported: caller escaped alone,industrial fire,886 CRAYFISH CT,DELAWARE,43015,caller escaped alone,2025-03-19T23:08:41.214366,Speaker 2
Speaker 2: There's a kitchen fire at 730 WINDLEY CT. Casualties reported: pets inside,kitchen fire,730 WINDLEY CT,DELAWARE,43015,pets inside,2025-01-20T00:08:41.214418,Speaker 2
Speaker 2: There's a kitchen fire at 123 BRENDEN LOOP. Casualties reported: caller escaped alone,kitchen fire,123 BRENDEN LOOP,DELAWARE,43015,caller escaped alone,2024-07-02T06:12:41.214489,Speaker 2
Speaker 2: There's a electrical fire at 22 OAK ST. Casualties reported: children trapped,electrical fire,22 OAK ST,DELAWARE,43015,children trapped,2024-08-31T06:23:41.214545,Speaker 2
Speaker 2: There's a kitchen fire at 597 THISTLE DR. Casualties reported: children trapped,kitchen fire,597 THISTLE DR,DELAWARE,43015,children trapped,2024-12-16T10:34:41.214597,Speaker 2
Speaker 2: There's a structure fire at 523 TAFT CT. No one is hurt.,structure fire,523 TAFT CT,DELAWARE,43015,none,2024-12-25T14:33:41.214647,Speaker 2
Speaker 2: There's a industrial fire at 225 PENICK AVE. Casualties reported: pets inside,industrial fire,225 PENICK AVE,DELAWARE,43015,pets inside,2025-01-31T08:59:41.214699,Speaker 2
Speaker 2: There's a electrical fire at 2576 BELLGROVE CT. Casualties reported: elderly person trapped,electrical fire,2576 BELLGROVE CT,DELAWARE,43015,elderly person trapped,2024-05-16T16:30:41.215034,Speaker 2
Speaker 2: There's a electrical fire at 551 JEFFERSON DR. Casualties reported: unknown number trapped,electrical fire,551 JEFFERSON DR,DELAWARE,43015,unknown number trapped,2025-03-29T11:06:41.215147,Speaker 2
Speaker 2: There's a vehicle fire at 2215 BRUCE RD. Casualties reported: children trapped,vehicle fire,2215 BRUCE RD,DELAWARE,43015,children trapped,2024-06-04T11:20:41.215211,Speaker 2
Speaker 2: There's a gas leak at 3245 BLANTONS PASS. Casualties reported: caller trapped,gas leak,3245 BLANTONS PASS,DELAWARE,43015,caller trapped,2024-09-02T15:21:41.215279,Speaker 2
Speaker 2: There's a wildfire at 1562 HANOVER RD. Casualties reported: elderly person trapped,wildfire,1562 HANOVER RD,DELAWARE,43015,elderly person trapped,2024-08-30T19:52:41.215341,Speaker 2
Speaker 2: There's a electrical fire at 513 REGENCY BND. Casualties reported: pets inside,electrical fire,513 REGENCY BND,DELAWARE,43015,pets inside,2025-02-09T12:07:41.215403,Speaker 2
Speaker 2: There's a vehicle fire at 2911 S OLD STATE RD Area2-F9. Casualties reported: pets inside,vehicle fire,2911 S OLD STATE RD Area2-F9,DELAWARE,43015,pets inside,2024-07-15T18:09:41.215462,Speaker 2
Speaker 2: There's a false alarm at 59 GREENHEDGE CIR. No one is hurt.,false alarm,59 GREENHEDGE CIR,DELAWARE,43015,none,2025-01-17T07:33:41.215530,Speaker 2
Speaker 2: There's a false alarm at 27 E WINTER ST. Casualties reported: children trapped,false alarm,27 E WINTER ST,DELAWARE,43015,children trapped,2025-03-12T01:42:41.215589,Speaker 2
Speaker 2: There's a industrial fire at 337 OLENTANGY VIEW DR. Casualties reported: caller escaped alone,industrial fire,337 OLENTANGY VIEW DR,DELAWARE,43015,caller escaped alone,2024-12-17T12:29:41.215645,Speaker 2
Speaker 2: There's a gas leak at 353 YORK AVE. Casualties reported: unknown number trapped,gas leak,353 YORK AVE,DELAWARE,43015,unknown number trapped,2025-02-27T21:58:41.215704,Speaker 2
Speaker 2: There's a kitchen fire at 4300 CACKLER RD. Casualties reported: caller trapped,kitchen fire,4300 CACKLER RD,DELAWARE,43015,caller trapped,2024-12-14T12:04:41.215761,Speaker 2
Speaker 2: There's a false alarm at 121 LEXINGTON BLVD. Casualties reported: caller escaped alone,false alarm,121 LEXINGTON BLVD,DELAWARE,43015,caller escaped alone,2024-08-19T17:14:41.215824,Speaker 2
Speaker 2: There's a wildfire at 56 SUGAR RUN DR. Casualties reported: caller trapped,wildfire,56 SUGAR RUN DR,DELAWARE,43015,caller trapped,2024-07-31T20:38:41.215886,Speaker 2
Speaker 2: There's a wildfire at 4058 COPELAND CT. Casualties reported: caller escaped alone,wildfire,4058 COPELAND CT,DELAWARE,43015,caller escaped alone,2024-08-27T19:16:41.215942,Speaker 2
Speaker 2: There's a vehicle fire at 441 ROCHDALE RUN. Casualties reported: caller trapped,vehicle fire,441 ROCHDALE RUN,DELAWARE,43015,caller trapped,2024-07-23T18:54:41.215995,Speaker 2
Speaker 2: There's a wildfire at 20 TROY RD. Casualties reported: pets inside,wildfire,20 TROY RD,DELAWARE,43015,pets inside,2025-03-24T12:06:41.216052,Speaker 2
Speaker 2: There's a false alarm at 1330 HANOVER RD LOT 75. No one is hurt.,false alarm,1330 HANOVER RD LOT 75,DELAWARE,43015,none,2024-09-23T22:57:41.216132,Speaker 2
Speaker 2: There's a electrical fire at 685 HILLS-MILLER RD. Casualties reported: caller escaped alone,electrical fire,685 HILLS-MILLER RD,DELAWARE,43015,caller escaped alone,2024-04-20T09:58:41.216213,Speaker 2
Speaker 2: There's a electrical fire at 142 TAR HEEL DR. No one is hurt.,electrical fire,142 TAR HEEL DR,DELAWARE,43015,none,2024-04-05T13:40:41.216306,Speaker 2
Speaker 2: There's a structure fire at 6841 US HIGHWAY 42 N. Casualties reported: unknown number trapped,structure fire,6841 US HIGHWAY 42 N,DELAWARE,43015,unknown number trapped,2024-09-21T02:59:41.216395,Speaker 2
Speaker 2: There's a industrial fire at 136 BINGHAM CIR. Casualties reported: caller escaped alone,industrial fire,136 BINGHAM CIR,DELAWARE,43015,caller escaped alone,2024-11-21T23:30:41.216490,Speaker 2
Speaker 2: There's a electrical fire at 1200 SHALE RUN DR. Casualties reported: unknown number trapped,electrical fire,1200 SHALE RUN DR,DELAWARE,43015,unknown number trapped,2024-05-14T10:46:41.216584,Speaker 2
Speaker 2: There's a electrical fire at 0 CLEAR RUN RD. No one is hurt.,electrical fire,0 CLEAR RUN RD,DELAWARE,43015,none,2024-09-01T07:45:41.216677,Speaker 2
Speaker 2: There's a false alarm at 70 STERLING RIDGE DR. Casualties reported: caller escaped alone,false alarm,70 STERLING RIDGE DR,DELAWARE,43015,caller escaped alone,2025-03-18T17:43:41.216789,Speaker 2
Speaker 2: There's a wildfire at 31 VILLAGE GATE BLVD. Casualties reported: caller trapped,wildfire,31 VILLAGE GATE BLVD,DELAWARE,43015,caller trapped,2024-12-20T18:55:41.216888,Speaker 2
Speaker 2: There's a gas leak at 412 LA CHANCE CT. Casualties reported: caller trapped,gas leak,412 LA CHANCE CT,DELAWARE,43015,caller trapped,2024-08-12T00:46:41.216982,Speaker 2
Speaker 2: There's a kitchen fire at 2749 BRAUMILLER RD. Casualties reported: caller escaped alone,kitchen fire,2749 BRAUMILLER RD,DELAWARE,43015,caller escaped alone,2024-08-28T10:11:41.217076,Speaker 2
Speaker 2: There's a false alarm at 1081 DUNHAM RD. Casualties reported: unknown number trapped,false alarm,1081 DUNHAM RD,DELAWARE,43015,unknown number trapped,2024-10-28T09:18:41.217169,Speaker 2
Speaker 2: There's a gas leak at 1096 CHATHAM LN E. Casualties reported: caller trapped,gas leak,1096 CHATHAM LN E,DELAWARE,43015,caller trapped,2024-05-02T12:45:41.217263,Speaker 2
Speaker 2: There's a gas leak at 100 DELAWARE CROSSING W APT 3024. No one is hurt.,gas leak,100 DELAWARE CROSSING W APT 3024,DELAWARE,43015,none,2025-02-22T07:10:41.217357,Speaker 2
Speaker 2: There's a false alarm at 549 ADAMS LN. Casualties reported: pets inside,false alarm,549 ADAMS LN,DELAWARE,43015,pets inside,2024-08-04T03:11:41.217455,Speaker 2
Speaker 2: There's a vehicle fire at 108 LAKES AT CHESHIRE DR. Casualties reported: elderly person trapped,vehicle fire,108 LAKES AT CHESHIRE DR,DELAWARE,43015,elderly person trapped,2025-03-26T00:33:41.217547,Speaker 2
Speaker 2: There's a wildfire at 3190 S OLD STATE RD LOT 626. Casualties reported: caller escaped alone,wildfire,3190 S OLD STATE RD LOT 626,DELAWARE,43015,caller escaped alone,2025-03-19T00:06:41.217643,Speaker 2
Speaker 2: There's a industrial fire at 247 QUINCE DR. Casualties reported: caller escaped alone,industrial fire,247 QUINCE DR,DELAWARE,43015,caller escaped alone,2024-06-12T11:58:41.217735,Speaker 2
Speaker 2: There's a wildfire at 1115 TREELINE WAY. No one is hurt.,wildfire,1115 TREELINE WAY,DELAWARE,43015,none,2024-10-02T00:05:41.217851,Speaker 2
Speaker 2: There's a false alarm at 935 VILLAGE DR. Casualties reported: caller trapped,false alarm,935 VILLAGE DR,DELAWARE,43015,caller trapped,2025-02-06T21:19:41.217951,Speaker 2
Speaker 2: There's a industrial fire at 138 SOMERSET RD. Casualties reported: caller escaped alone,industrial fire,138 SOMERSET RD,DELAWARE,43015,caller escaped alone,2025-03-20T16:03:41.218066,Speaker 2
Speaker 2: There's a electrical fire at 2784 MCKENNA DR. Casualties reported: pets inside,electrical fire,2784 MCKENNA DR,DELAWARE,43015,pets inside,2024-06-14T17:38:41.218165,Speaker 2
Speaker 2: There's a kitchen fire at 402 N SANDUSKY ST APT 3. Casualties reported: pets inside,kitchen fire,402 N SANDUSKY ST APT 3,DELAWARE,43015,pets inside,2025-01-08T14:09:41.218263,Speaker 2
Speaker 2: There's a industrial fire at 121 OLDHAM LN. Casualties reported: caller trapped,industrial fire,121 OLDHAM LN,DELAWARE,43015,caller trapped,2025-02-19T18:03:41.218360,Speaker 2
Speaker 2: There's a structure fire at 357 W WILLIAM ST. Casualties reported: elderly person trapped,structure fire,357 W WILLIAM ST,DELAWARE,43015,elderly person trapped,2024-04-16T16:09:41.218456,Speaker 2
Speaker 2: There's a electrical fire at 127 LAKES AT CHESHIRE DR. Casualties reported: children trapped,electrical fire,127 LAKES AT CHESHIRE DR,DELAWARE,43015,children trapped,2024-12-07T07:19:41.218552,Speaker 2
Speaker 2: There's a wildfire at 929 ELDERBERRY LOOP. Casualties reported: elderly person trapped,wildfire,929 ELDERBERRY LOOP,DELAWARE,43015,elderly person trapped,2025-02-01T19:59:41.218647,Speaker 2
Speaker 2: There's a vehicle fire at 216 N SANDUSKY ST. Casualties reported: pets inside,vehicle fire,216 N SANDUSKY ST,DELAWARE,43015,pets inside,2024-09-14T12:29:41.218733,Speaker 2
Speaker 2: There's a electrical fire at 1314 HILLS-MILLER RD. Casualties reported: pets inside,electrical fire,1314 HILLS-MILLER RD,DELAWARE,43015,pets inside,2025-01-27T17:08:41.218805,Speaker 2
Speaker 2: There's a electrical fire at 3076 BLACKSMITH CT. No one is hurt.,electrical fire,3076 BLACKSMITH CT,DELAWARE,43015,none,2024-04-21T18:09:41.218862,Speaker 2
Speaker 2: There's a industrial fire at 6872 S SECTION LINE RD. Casualties reported: elderly person trapped,industrial fire,6872 S SECTION LINE RD,DELAWARE,43015,elderly person trapped,2025-01-02T12:53:41.218928,Speaker 2
Speaker 2: There's a electrical fire at 308 MORGAN CT. Casualties reported: unknown number trapped,electrical fire,308 MORGAN CT,DELAWARE,43015,unknown number trapped,2025-01-05T11:07:41.218988,Speaker 2
Speaker 2: There's a gas leak at 568 BUEHLER DR. Casualties reported: unknown number trapped,gas leak,568 BUEHLER DR,DELAWARE,43015,unknown number trapped,2024-07-23T11:31:41.219059,Speaker 2
Speaker 2: There's a industrial fire at 44 TABILORE LOOP. Casualties reported: unknown number trapped,industrial fire,44 TABILORE LOOP,DELAWARE,43015,unknown number trapped,2024-08-13T11:51:41.219112,Speaker 2
Speaker 2: There's a false alarm at 5570 SINSABAUGH RIDGE LOOP. Casualties reported: caller trapped,false alarm,5570 SINSABAUGH RIDGE LOOP,DELAWARE,43015,caller trapped,2024-12-09T18:11:41.219164,Speaker 2
Speaker 2: There's a electrical fire at 1330 HANOVER RD LOT 145. No one is hurt.,electrical fire,1330 HANOVER RD LOT 145,DELAWARE,43015,none,2025-01-27T13:23:41.219217,Speaker 2
Speaker 2: There's a structure fire at 66 LIMETREE DR. Casualties reported: unknown number trapped,structure fire,66 LIMETREE DR,DELAWARE,43015,unknown number trapped,2024-05-29T08:19:41.219277,Speaker 2
Speaker 2: There's a vehicle fire at 193 VILLAGE GATE BLVD. Casualties reported: caller trapped,vehicle fire,193 VILLAGE GATE BLVD,DELAWARE,43015,caller trapped,2024-10-09T09:39:41.219330,Speaker 2
Speaker 2: There's a gas leak at 118 CHAMBERLAIN ST. Casualties reported: unknown number trapped,gas leak,118 CHAMBERLAIN ST,DELAWARE,43015,unknown number trapped,2024-10-04T18:07:41.219389,Speaker 2
Speaker 2: There's a kitchen fire at 344 EUCLID AVE. Casualties reported: children trapped,kitchen fire,344 EUCLID AVE,DELAWARE,43015,children trapped,2025-03-31T21:52:41.219441,Speaker 2
Speaker 2: There's a false alarm at 464 BRAUMILLER RD. No one is hurt.,false alarm,464 BRAUMILLER RD,DELAWARE,43015,none,2024-10-05T19:14:41.219493,Speaker 2
Speaker 2: There's a gas leak at 37 WINTER PINE DR. No one is hurt.,gas leak,37 WINTER PINE DR,DELAWARE,43015,none,2024-04-20T22:09:41.219543,Speaker 2
Speaker 2: There's a electrical fire at 182 SARATOGA ST. Casualties reported: caller trapped,electrical fire,182 SARATOGA ST,DELAWARE,43015,caller trapped,2025-02-24T08:51:41.219594,Speaker 2
Speaker 2: There's a wildfire at 1940 HYATTS RD. Casualties reported: caller escaped alone,wildfire,1940 HYATTS RD,DELAWARE,43015,caller escaped alone,2024-12-11T10:33:41.219646,Speaker 2
Speaker 2: There's a false alarm at 32 HEDGEROW LN. Casualties reported: pets inside,false alarm,32 HEDGEROW LN,DELAWARE,43015,pets inside,2025-03-11T11:27:41.219704,Speaker 2
Speaker 2: There's a wildfire at 5556 SINSABAUGH RIDGE LOOP. Casualties reported: pets inside,wildfire,5556 SINSABAUGH RIDGE LOOP,DELAWARE,43015,pets inside,2024-10-28T12:34:41.219757,Speaker 2
Speaker 2: There's a kitchen fire at 123 HAYFIELD DR. Casualties reported: caller trapped,kitchen fire,123 HAYFIELD DR,DELAWARE,43015,caller trapped,2024-05-09T07:49:41.219808,Speaker 2
Speaker 2: There's a wildfire at 3174 US HIGHWAY 23 N. Casualties reported: caller escaped alone,wildfire,3174 US HIGHWAY 23 N,DELAWARE,43015,caller escaped alone,2024-07-05T14:59:41.219859,Speaker 2
Speaker 2: There's a vehicle fire at 681 FERN DR. Casualties reported: unknown number trapped,vehicle fire,681 FERN DR,DELAWARE,43015,unknown number trapped,2024-12-09T17:14:41.219914,Speaker 2
Speaker 2: There's a industrial fire at 23 TABILORE LOOP. Casualties reported: caller escaped alone,industrial fire,23 TABILORE LOOP,DELAWARE,43015,caller escaped alone,2024-05-04T00:40:41.219967,Speaker 2
Speaker 2: There's a false alarm at 121 CAMPBELL ST. Casualties reported: pets inside,false alarm,121 CAMPBELL ST,DELAWARE,43015,pets inside,2024-12-13T09:05:41.220023,Speaker 2
Speaker 2: There's a false alarm at 33 CAMPBELL ST. Casualties reported: children trapped,false alarm,33 CAMPBELL ST,DELAWARE,43015,children trapped,2024-07-10T22:44:41.220102,Speaker 2
Speaker 2: There's a wildfire at 62 OBERLANDER DR STE 106. Casualties reported: children trapped,wildfire,62 OBERLANDER DR STE 106,DELAWARE,43015,children trapped,2024-09-02T17:15:41.220185,Speaker 2
Speaker 2: There's a gas leak at 929 SAPPHIRE FLAME DR. No one is hurt.,gas leak,929 SAPPHIRE FLAME DR,DELAWARE,43015,none,2025-03-06T22:49:41.220272,Speaker 2
Speaker 2: There's a false alarm at 145 LEXINGTON BLVD. Casualties reported: caller trapped,false alarm,145 LEXINGTON BLVD,DELAWARE,43015,caller trapped,2025-03-07T23:46:41.220358,Speaker 2
Speaker 2: There's a wildfire at 1330 HANOVER RD LOT 229. Casualties reported: caller trapped,wildfire,1330 HANOVER RD LOT 229,DELAWARE,43015,caller trapped,2025-01-19T19:15:41.220451,Speaker 2
Speaker 2: There's a vehicle fire at 1093 STATE ROUTE 257 S. Casualties reported: elderly person trapped,vehicle fire,1093 STATE ROUTE 257 S,DELAWARE,43015,elderly person trapped,2024-04-07T20:38:41.220543,Speaker 2
Speaker 2: There's a electrical fire at 483 GRAND CIRCUIT BLVD. Casualties reported: unknown number trapped,electrical fire,483 GRAND CIRCUIT BLVD,DELAWARE,43015,unknown number trapped,2024-08-20T17:58:41.220638,Speaker 2
Speaker 2: There's a wildfire at 624 BALD EAGLE DR. Casualties reported: pets inside,wildfire,624 BALD EAGLE DR,DELAWARE,43015,pets inside,2024-12-26T17:05:41.220696,Speaker 2
Speaker 2: There's a structure fire at 470 GRAY OWL DR. Casualties reported: children trapped,structure fire,470 GRAY OWL DR,DELAWARE,43015,children trapped,2024-04-09T21:34:41.220749,Speaker 2
Speaker 2: There's a wildfire at 155 NIATROSS PL. Casualties reported: children trapped,wildfire,155 NIATROSS PL,DELAWARE,43015,children trapped,2024-05-10T10:00:41.220799,Speaker 2
Speaker 2: There's a false alarm at 307 INDIGO BLUE ST. Casualties reported: elderly person trapped,false alarm,307 INDIGO BLUE ST,DELAWARE,43015,elderly person trapped,2024-09-10T15:34:41.220851,Speaker 2
Speaker 2: There's a vehicle fire at 161 KERRY PARK CIR. Casualties reported: elderly person trapped,vehicle fire,161 KERRY PARK CIR,DELAWARE,43015,elderly person trapped,2024-06-01T23:50:41.220902,Speaker 2
Speaker 2: There's a electrical fire at 712 WOODFORD WAY. Casualties reported: unknown number trapped,electrical fire,712 WOODFORD WAY,DELAWARE,43015,unknown number trapped,2024-04-17T02:49:41.220954,Speaker 2
Speaker 2: There's a structure fire at 1359 E TOWNE LN APT B. Casualties reported: pets inside,structure fire,1359 E TOWNE LN APT B,DELAWARE,43015,pets inside,2024-11-03T05:09:41.221006,Speaker 2
Speaker 2: There's a vehicle fire at 984 STRATFORD RD. Casualties reported: children trapped,vehicle fire,984 STRATFORD RD,DELAWARE,43015,children trapped,2024-10-24T09:12:41.221058,Speaker 2
Speaker 2: There's a electrical fire at 44 KURRLEY ST. Casualties reported: caller escaped alone,electrical fire,44 KURRLEY ST,DELAWARE,43015,caller escaped alone,2025-03-16T23:31:41.221119,Speaker 2
Speaker 2: There's a gas leak at 237 RICHARDS DR. Casualties reported: elderly person trapped,gas leak,237 RICHARDS DR,DELAWARE,43015,elderly person trapped,2024-08-27T22:46:41.221200,Speaker 2
Speaker 2: There's a vehicle fire at 1330 HANOVER RD LOT 135. Casualties reported: unknown number trapped,vehicle fire,1330 HANOVER RD LOT 135,DELAWARE,43015,unknown number trapped,2025-01-21T07:04:41.221285,Speaker 2
Speaker 2: There's a false alarm at 280 STONHOPE DR. Casualties reported: caller escaped alone,false alarm,280 STONHOPE DR,DELAWARE,43015,caller escaped alone,2025-02-04T06:31:41.221345,Speaker 2
Speaker 2: There's a gas leak at 2940 JERICHO PL. Casualties reported: pets inside,gas leak,2940 JERICHO PL,DELAWARE,43015,pets inside,2024-08-19T05:42:41.221423,Speaker 2
Speaker 2: There's a vehicle fire at 3615 STATE ROUTE 37 W. Casualties reported: pets inside,vehicle fire,3615 STATE ROUTE 37 W,DELAWARE,43015,pets inside,2024-11-10T07:59:41.221510,Speaker 2
Speaker 2: There's a kitchen fire at 660 STONEWATER CT. Casualties reported: caller escaped alone,kitchen fire,660 STONEWATER CT,DELAWARE,43015,caller escaped alone,2024-04-20T22:10:41.221599,Speaker 2
Speaker 2: There's a wildfire at 143 GRISWOLD ST. Casualties reported: pets inside,wildfire,143 GRISWOLD ST,DELAWARE,43015,pets inside,2024-11-01T02:55:41.221683,Speaker 2
Speaker 2: There's a gas leak at 123 TABILORE LOOP. Casualties reported: caller trapped,gas leak,123 TABILORE LOOP,DELAWARE,43015,caller trapped,2025-01-29T00:28:41.221765,Speaker 2
Speaker 2: There's a structure fire at 130 COTTSWOLD DR. Casualties reported: unknown number trapped,structure fire,130 COTTSWOLD DR,DELAWARE,43015,unknown number trapped,2024-04-03T02:17:41.221866,Speaker 2
Speaker 2: There's a vehicle fire at 184 BEVAN WAY. Casualties reported: children trapped,vehicle fire,184 BEVAN WAY,DELAWARE,43015,children trapped,2024-08-26T17:41:41.221923,Speaker 2
Speaker 2: There's a gas leak at 104 PENNSYLVANIA AVE. Casualties reported: caller escaped alone,gas leak,104 PENNSYLVANIA AVE,DELAWARE,43015,caller escaped alone,2024-12-16T20:07:41.221975,Speaker 2
Speaker 2: There's a gas leak at 2833 ANNABEL WAY. Casualties reported: caller trapped,gas leak,2833 ANNABEL WAY,DELAWARE,43015,caller trapped,2024-08-28T12:44:41.222026,Speaker 2
Speaker 2: There's a vehicle fire at 49 PENNSYLVANIA AVE. Casualties reported: unknown number trapped,vehicle fire,49 PENNSYLVANIA AVE,DELAWARE,43015,unknown number trapped,2024-12-29T10:17:41.222080,Speaker 2
Speaker 2: There's a gas leak at 2492 KLONDIKE RD. Casualties reported: caller trapped,gas leak,2492 KLONDIKE RD,DELAWARE,43015,caller trapped,2024-08-15T05:05:41.222136,Speaker 2
Speaker 2: There's a false alarm at 2178 BRUCE RD APT 106. Casualties reported: pets inside,false alarm,2178 BRUCE RD APT 106,DELAWARE,43015,pets inside,2025-01-13T03:37:41.222205,Speaker 2
Speaker 2: There's a gas leak at 4521 HYATTS RD. Casualties reported: unknown number trapped,gas leak,4521 HYATTS RD,DELAWARE,43015,unknown number trapped,2024-08-15T18:01:41.222259,Speaker 2
Speaker 2: There's a gas leak at 88 PUMPHREY TER. Casualties reported: children trapped,gas leak,88 PUMPHREY TER,DELAWARE,43015,children trapped,2024-04-12T19:31:41.222312,Speaker 2
Speaker 2: There's a electrical fire at 1980 US HIGHWAY 23 N. Casualties reported: caller escaped alone,electrical fire,1980 US HIGHWAY 23 N,DELAWARE,43015,caller escaped alone,2024-04-27T18:19:41.222383,Speaker 2
Speaker 2: There's a false alarm at 607 BUENA PARK DR. Casualties reported: caller trapped,false alarm,607 BUENA PARK DR,DELAWARE,43015,caller trapped,2024-10-27T12:31:41.222446,Speaker 2
Speaker 2: There's a structure fire at 880 SUNBURY RD. Casualties reported: pets inside,structure fire,880 SUNBURY RD,DELAWARE,43015,pets inside,2025-02-19T05:56:41.222501,Speaker 2
Speaker 2: There's a structure fire at 713 BARBERRY SPUR AVE. Casualties reported: unknown number trapped,structure fire,713 BARBERRY SPUR AVE,DELAWARE,43015,unknown number trapped,2024-10-02T22:04:41.222552,Speaker 2
Speaker 2: There's a wildfire at 1 KERRY PARK CIR. Casualties reported: children trapped,wildfire,1 KERRY PARK CIR,DELAWARE,43015,children trapped,2025-02-10T07:53:41.222621,Speaker 2
Speaker 2: There's a industrial fire at 100 GRISWOLD ST. Casualties reported: elderly person trapped,industrial fire,100 GRISWOLD ST,DELAWARE,43015,elderly person trapped,2025-02-14T16:18:41.222688,Speaker 2
Speaker 2: There's a electrical fire at 0 COUGHLIN LN. Casualties reported: pets inside,electrical fire,0 COUGHLIN LN,DELAWARE,43015,pets inside,2024-06-09T21:08:41.222739,Speaker 2
Speaker 2: There's a structure fire at 203 SADDLEBROOK CT. Casualties reported: caller trapped,structure fire,203 SADDLEBROOK CT,DELAWARE,43015,caller trapped,2024-08-12T18:16:41.222792,Speaker 2
Speaker 2: There's a kitchen fire at 3053 ROYAL DORNOCH CIR. Casualties reported: caller trapped,kitchen fire,3053 ROYAL DORNOCH CIR,DELAWARE,43015,caller trapped,2024-05-14T00:52:41.222844,Speaker 2
Speaker 2: There's a gas leak at 95 ELIZABETH ST APT 310. No one is hurt.,gas leak,95 ELIZABETH ST APT 310,DELAWARE,43015,none,2024-11-23T10:53:41.222901,Speaker 2
Speaker 2: There's a gas leak at 5202 US HIGHWAY 23 N Area3-85. Casualties reported: elderly person trapped,gas leak,5202 US HIGHWAY 23 N Area3-85,DELAWARE,43015,elderly person trapped,2024-11-10T00:57:41.222953,Speaker 2
Speaker 2: There's a vehicle fire at 7 LIPPAZON WAY. Casualties reported: caller trapped,vehicle fire,7 LIPPAZON WAY,DELAWARE,43015,caller trapped,2025-03-24T05:41:41.223008,Speaker 2
Speaker 2: There's a industrial fire at 7399 FALLS VIEW CIR. No one is hurt.,industrial fire,7399 FALLS VIEW CIR,DELAWARE,43015,none,2025-01-08T22:06:41.223061,Speaker 2
